Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
62.248.102.190,2021-08-05,839335,2571,241,251,277,313,278,1211
62.251.0.6,2021-08-06,839335,2230,106,172,260,276,310,1106
62.251.0.7,2021-08-06,839335,2230,126,165,277,287,285,1090
63.64.9.11,2021-08-07,839335,2187,126,174,282,278,255,1072
63.64.9.12,2021-08-05,839335,2082,100,143,299,274,267,999
63.64.9.19,2021-08-05,839335,2227,144,152,266,274,298,1093
63.66.160.10,2021-08-05,839335,2261,124,191,282,276,294,1094
63.81.21.2,2021-08-07,839335,2122,97,167,270,241,248,1099
63.81.21.6,2021-08-05,839335,2061,81,134,264,255,276,1051
63.90.67.10,2021-08-07,839335,2255,164,150,301,296,252,1092
63.91.110.178,2021-08-05,839335,35310,333,586,2808,5682,5552,20349
63.139.151.119,2021-08-05,839335,57248,1187,2719,6561,9435,8241,29105
63.146.122.11,2021-08-07,839335,241141,4394,10441,25315,30691,27747,142553
63.148.166.213,2021-08-07,839335,12254,221,923,3156,1598,1206,5150
63.161.65.1,2021-08-05,839335,4283,144,174,375,492,542,2556
63.166.158.194,2021-08-05,839335,2118,100,175,267,265,250,1061
63.171.232.38,2021-08-07,839335,64322,524,802,2245,3240,4821,52690
63.171.232.39,2021-08-07,839335,61388,497,780,2229,3321,4758,49803
63.214.241.10,2021-08-05,839335,15854,176,330,1125,2418,3924,7881
63.218.44.186,2021-08-05,839335,209232,8543,11182,26508,32732,27347,102920
63.238.52.1,2021-08-07,839335,86655,489,2744,8611,7434,9154,58223
63.238.52.2,2021-08-05,839335,87378,508,2704,8630,7609,9332,58595
63.240.1.42,2021-08-05,839335,20828,574,1460,2949,2550,2699,10596
63.240.1.43,2021-08-06,839335,14067,481,1216,2541,1928,1954,5947
63.240.1.44,2021-08-05,839335,20491,622,1494,2940,2496,2737,10202
63.240.76.4,2021-08-05,839335,2217,128,154,266,256,282,1131
63.240.76.198,2021-08-05,839335,2174,102,186,261,256,273,1096
63.245.32.11,2021-08-05,839335,2172,112,170,284,277,254,1075
63.246.63.142,2021-08-05,839335,106252,611,2788,10427,11248,11986,69192
63.246.64.8,2021-08-07,839335,7267,113,195,457,814,1614,4074
63.246.64.9,2021-08-05,839335,7283,138,204,434,776,1711,4020
63.247.192.19,2021-08-05,839335,5287,425,408,420,492,537,3005
63.249.32.22,2021-08-06,839335,21242,452,1134,3149,3489,2345,10673
63.251.129.1,2021-08-05,839335,386824,3771,7883,22931,36683,42206,273350
63.251.161.1,2021-08-06,839335,197487,6138,10783,8339,23382,28593,120252
63.251.161.33,2021-08-07,839335,197457,6011,10885,8296,23662,28628,119975
64.0.55.201,2021-08-05,839335,56373,623,3017,8490,8344,7663,28236
64.13.0.5,2021-08-07,839335,23119,265,514,2631,2609,2259,14841
64.13.24.5,2021-08-05,839335,36208,635,560,2010,3462,4210,25331
64.13.32.5,2021-08-06,839335,36761,213,709,2635,5590,5408,22206
64.13.36.5,2021-08-07,839335,2760,201,191,285,333,326,1424
64.13.40.5,2021-08-05,839335,2277,108,165,291,293,291,1129
64.13.48.12,2021-08-07,839335,100999,7118,4536,4407,10433,13964,60541
64.13.50.100,2021-08-07,839335,12820,1520,1159,1361,680,778,7322
64.13.64.5,2021-08-07,839335,2281,96,184,312,281,282,1126
64.15.64.91,2021-08-06,839335,17149,677,648,1583,1541,1798,10902
64.19.76.8,2021-08-07,839335,8293,134,229,450,601,1248,5631
64.19.76.10,2021-08-05,839335,6579,117,181,382,453,587,4859
64.20.26.17,2021-08-05,839335,31162,230,639,2942,3402,3224,20725
64.20.26.145,2021-08-07,839335,26593,205,445,2195,3003,2822,17923
64.21.232.2,2021-08-05,839335,4491,151,210,359,441,554,2776
64.30.60.2,2021-08-05,839335,2450,94,148,277,282,330,1319
64.30.215.129,2021-08-06,839335,31949,493,1823,5323,3772,4628,15910
64.31.84.1,2021-08-05,839335,2143,120,144,267,242,277,1093
64.31.133.194,2021-08-05,839335,2043,106,157,245,231,239,1065
64.37.182.132,2021-08-05,839335,6785,195,460,1184,917,882,3147
64.37.182.133,2021-08-05,839335,6701,182,480,1080,937,874,3148
64.39.212.138,2021-08-05,839335,11725,491,305,454,600,1025,8850
64.39.212.139,2021-08-05,839335,11711,511,307,467,632,994,8800
64.46.64.254,2021-08-05,839335,2148,127,172,274,264,267,1044
64.55.144.10,2021-08-05,839335,2102,114,139,245,257,282,1065
64.56.129.2,2021-08-07,839335,65608,511,1107,2397,4469,6906,50218
64.58.4.2,2021-08-05,839335,28537,1976,590,968,1994,2865,20144
64.58.15.2,2021-08-07,839335,30729,2201,480,1155,2230,3538,21125
64.59.135.133,2021-08-07,839335,6059,1964,450,1498,596,468,1083
64.59.135.143,2021-08-06,839335,6087,1946,448,1505,652,462,1074
64.59.135.145,2021-08-06,839335,6200,1974,487,1524,626,447,1142
64.59.144.16,2021-08-07,839335,6115,2235,1309,536,424,384,1227
64.59.144.17,2021-08-06,839335,6084,2173,1330,534,419,351,1277
64.59.144.18,2021-08-06,839335,6162,2172,1347,551,472,369,1251
64.59.144.92,2021-08-06,839335,6134,2127,1437,561,400,381,1228
64.59.160.13,2021-08-06,839335,6126,719,2369,816,409,467,1346
64.59.168.13,2021-08-07,839335,6136,1013,1288,1543,639,442,1211
64.59.176.13,2021-08-06,839335,6127,824,1036,973,983,661,1650
64.59.184.13,2021-08-06,839335,6136,1868,401,1614,640,499,1114
64.61.99.2,2021-08-07,839335,56931,368,1247,4116,7807,8668,34725
64.65.64.17,2021-08-05,839335,2196,114,163,295,282,242,1100
64.68.200.200,2021-08-05,839335,32926,2472,2348,1932,2619,3313,20242
64.69.67.228,2021-08-05,839335,2134,99,164,282,267,258,1064
64.69.71.11,2021-08-05,839335,2122,107,164,250,283,267,1051
64.69.98.35,2021-08-07,839335,123235,5610,13484,17631,13208,10378,62924
64.69.100.68,2021-08-07,839335,105855,4833,11407,14970,11173,9114,54358
64.71.255.198,2021-08-06,839335,6918,2862,1011,411,365,378,1891
64.72.224.34,2021-08-05,839335,34576,1114,1466,2377,2691,3264,23664
64.75.176.66,2021-08-05,839335,2146,131,177,240,243,269,1086
64.79.200.111,2021-08-05,839335,2099,110,159,263,266,280,1021
64.79.200.113,2021-08-05,839335,2090,99,167,267,250,252,1055
64.80.203.194,2021-08-07,839335,223729,3443,8411,17972,23345,27916,142642
64.80.255.240,2021-08-07,839335,216903,3292,8089,17351,21499,26560,140112
64.80.255.251,2021-08-07,839335,199679,3073,7832,16617,19594,23604,128959
64.81.45.2,2021-08-07,839335,88459,1678,4483,10493,13863,11547,46395
64.81.79.2,2021-08-07,839335,108187,2168,4682,16307,21647,12963,50420
64.81.111.2,2021-08-05,839335,6680,429,588,679,979,808,3197
64.81.127.2,2021-08-07,839335,176622,3683,9859,19475,21221,25469,96915
64.81.159.2,2021-08-07,839335,209661,7360,15379,23817,27647,30511,104947
64.85.177.10,2021-08-06,839335,62236,338,1668,7080,6739,7316,39095
64.85.177.11,2021-08-07,839335,61293,321,1565,6728,6757,7250,38672
64.85.239.20,2021-08-04,839335,9219,196,490,1199,1099,1360,4875
64.90.209.53,2021-08-07,839335,12329,157,231,495,760,1230,9456
64.91.3.60,2021-08-05,839335,44206,675,787,2100,3934,4993,31717
64.91.89.2,2021-08-05,839335,39543,291,1221,4005,3608,4175,26243
64.91.92.22,2021-08-03,839335,50712,493,2355,5608,4235,5781,32240
64.94.1.1,2021-08-07,839335,395385,12293,28185,43131,39353,38842,233581
64.94.33.1,2021-08-02,839335,392446,13120,22222,33278,37281,49596,236949
64.94.33.33,2021-08-05,839335,392310,13419,22143,33086,37364,49224,237074
64.102.255.43,2021-08-05,839335,22184,1283,598,1512,2321,2375,14095
64.102.255.44,2021-08-05,839335,21199,1239,571,1514,2200,2270,13405
64.105.97.90,2021-08-07,839335,151305,3221,8143,13090,12118,22968,91765
64.105.156.138,2021-08-07,839335,82460,1021,689,4735,15859,14529,45627
64.105.159.250,2021-08-07,839335,179225,1554,5102,25772,33804,31823,81170
64.105.163.106,2021-08-07,839335,62643,3789,4358,3119,9761,9837,31779
64.105.172.26,2021-08-07,839335,49738,1259,3049,9090,10833,6777,18730
64.105.179.138,2021-08-07,839335,124381,1423,2084,12825,17787,17278,72984
64.105.189.26,2021-08-07,839335,196716,8961,16711,23741,23028,32249,92026
64.105.199.74,2021-08-07,839335,160502,1777,7066,20935,30659,27404,72661
64.105.199.76,2021-08-07,839335,161965,1893,7261,21230,31531,27609,72441
64.105.202.138,2021-08-07,839335,154590,3966,8231,15015,20404,23228,83746
64.119.60.5,2021-08-07,839335,304302,1194,2964,19253,30874,36162,213855
64.119.60.9,2021-08-07,839335,296647,1081,2793,18321,30037,35376,209039
64.119.104.3,2021-08-05,839335,2211,106,161,280,275,298,1091
64.119.104.130,2021-08-05,839335,2087,102,152,281,257,255,1040
64.126.133.1,2021-08-05,839335,15064,154,481,1885,1494,1709,9341
64.126.155.1,2021-08-06,839335,9831,157,290,1192,1067,1015,6110
64.127.100.11,2021-08-05,839335,26670,358,942,2846,3996,6055,12473
64.128.144.5,2021-07-31,839335,7388,91,208,484,916,817,4872
64.129.67.100,2021-08-05,839335,2063,115,154,251,257,267,1019
64.129.67.101,2021-08-05,839335,2869,158,186,274,271,325,1655
64.129.67.102,2021-08-04,839335,2196,113,175,303,275,278,1052
64.129.67.103,2021-08-03,839335,2157,125,155,260,268,265,1084
64.129.67.104,2021-08-07,839335,2052,100,143,243,249,244,1073
64.129.67.105,2021-08-03,839335,2049,100,147,240,263,246,1053
64.130.108.18,2021-08-07,839335,10039,189,406,992,1260,1178,6014
64.131.31.2,2021-08-07,839335,2151,108,180,240,262,303,1058
64.135.2.250,2021-08-03,839335,42759,2846,5929,5145,4283,4438,20118
64.136.44.73,2021-07-29,839335,341316,3807,14254,42978,53907,42149,184221
64.136.52.73,2021-08-03,839335,165701,1361,3037,15120,23222,21947,101014
64.136.164.77,2021-08-02,839335,29717,180,375,1124,1968,2950,23120
64.136.173.5,2021-07-31,839335,27575,203,325,1004,1627,2669,21747
64.140.128.10,2021-08-04,839335,24287,161,338,1110,2484,3810,16384
64.140.128.11,2021-08-01,839335,19859,137,295,889,1842,3223,13473
64.140.192.60,2021-08-07,839335,70131,239,639,1732,2669,4566,60286
64.146.192.16,2021-08-03,839335,5394,178,476,763,719,576,2682
64.173.195.2,2021-08-07,839335,14149,178,250,543,830,1061,11287
64.184.32.2,2021-08-02,839335,19370,157,289,642,1125,2153,15004
64.186.192.2,2021-08-04,839335,14720,179,356,752,1091,1353,10989
64.187.29.134,2021-07-26,839335,218622,4967,5000,10095,23213,20967,154380
64.191.128.10,2021-08-07,839335,19557,425,325,758,1832,3773,12444
64.191.128.101,2021-08-06,839335,19622,454,342,755,1802,3702,12567
64.191.212.32,2021-08-02,839335,2042,88,146,264,256,252,1036
64.192.0.10,2021-08-05,839335,28009,172,421,1785,3999,4331,17301
64.193.87.67,2021-08-03,839335,4089,116,160,308,306,388,2811
64.203.254.30,2021-08-04,839335,18349,210,491,2213,1834,1795,11806
64.207.238.250,2021-08-07,839335,35144,369,575,2825,5019,5568,20788
64.212.106.84,2021-08-07,839335,480324,32506,80836,119035,71955,46107,129885
64.215.98.148,2021-08-07,839335,434272,40097,96653,137938,66686,36734,56164
64.218.170.254,2021-07-31,839335,14730,142,318,1190,2245,2162,8673
64.222.84.243,2021-08-04,839335,17128,429,345,922,1457,1704,12271
64.222.165.243,2021-08-05,839335,19571,643,363,847,1139,1612,14967
64.222.212.243,2021-08-05,839335,19923,439,405,964,1480,1990,14645
64.233.128.10,2021-08-07,839335,23218,173,350,1054,1759,3044,16838
64.233.128.11,2021-08-04,839335,23037,191,347,1061,1685,3118,16635
64.233.207.2,2021-08-07,839335,152165,1497,3882,13446,10555,12115,110670
64.233.207.16,2021-08-07,839335,163140,1869,4612,14691,11080,13157,117731
64.242.250.9,2021-08-07,839335,8418,338,763,1517,1093,1025,3682
64.251.68.10,2021-07-31,839335,3069,113,208,343,352,521,1532
64.254.100.20,2021-08-07,839335,59242,1299,4450,8774,8422,8232,28065
64.255.237.240,2021-08-04,839335,8002,214,451,949,821,604,4963
64.255.237.241,2021-08-07,839335,8022,203,432,981,762,588,5056
64.255.237.246,2021-08-07,839335,8041,212,444,991,817,576,5001
64.255.237.247,2021-08-04,839335,8104,216,445,943,819,614,5067
64.255.245.10,2021-08-06,839335,2198,121,158,292,266,301,1060
64.255.245.11,2021-07-31,839335,2114,111,156,263,245,237,1102
65.24.0.171,2021-08-01,839097,2088,117,167,262,248,251,1043
65.24.0.172,2021-08-02,839097,2204,97,175,275,274,305,1078
65.32.3.74,2021-08-04,839335,2082,109,160,256,288,252,1017
65.32.5.74,2021-08-06,839335,11177,3441,361,576,905,769,5125
65.32.5.111,2021-08-06,839335,13620,3899,384,741,1279,1022,6295
65.32.5.112,2021-08-06,839335,14139,3973,396,843,1354,965,6608
65.38.1.2,2021-08-07,839335,20068,656,438,1307,1899,4576,11192
65.38.1.4,2021-08-05,839335,17716,626,421,890,1732,4157,9890
65.39.104.1,2021-08-03,839335,1978,92,135,241,239,293,978
65.39.196.215,2021-08-05,839335,2033,97,135,241,268,267,1025
65.54.238.69,2021-08-03,839335,18660,771,1610,2222,3641,3326,7090
65.68.49.50,2021-08-06,839335,63028,1156,3301,8651,8224,8936,32760
65.68.49.51,2021-08-06,839335,62564,1466,3695,8993,8349,8917,31144
65.73.172.4,2021-08-06,839335,42063,216,449,1450,2871,4864,32213
65.74.130.5,2021-08-05,839335,151750,587,2439,16268,27979,18019,86458
65.74.130.6,2021-08-04,839335,70137,432,1401,7576,12969,9510,38249
65.74.141.197,2021-08-05,839335,1999,103,144,227,263,238,1024
65.77.164.5,2021-08-05,839335,2722,97,156,297,316,312,1544
65.88.88.2,2021-08-07,839335,40530,1867,3641,6191,5906,5529,17396
65.90.11.8,2021-07-30,839335,14906,131,250,623,1162,3057,9683
65.112.145.66,2021-08-07,839335,4584,118,196,372,518,691,2689
65.114.168.20,2021-08-03,839335,2124,101,174,265,290,263,1031
65.116.91.21,2021-08-05,839335,1989,74,161,234,260,260,1000
65.117.136.3,2021-08-02,839335,2041,109,169,278,252,270,963
65.160.225.8,2021-08-07,839335,22867,183,364,1622,3015,3170,14513
65.162.184.33,2021-08-06,839335,2188,177,169,256,269,261,1056
65.163.107.11,2021-08-06,839335,105205,738,612,2272,6047,8995,86541
65.174.123.164,2021-08-06,839335,2014,100,166,257,230,254,1007
65.175.90.2,2021-08-06,839335,6436,138,191,546,1543,1246,2772
65.175.128.47,2021-08-02,839335,21859,333,419,1068,1536,2327,16176
65.175.128.240,2021-08-03,839335,19815,310,281,850,1263,1922,15189
65.182.32.146,2021-08-06,839335,5382,596,646,655,496,513,2476
65.182.169.10,2021-08-03,839335,2098,97,175,246,266,266,1048
65.183.0.86,2021-08-07,839335,11965,409,556,1415,1513,1219,6853
65.183.98.90,2021-08-05,839335,216782,934,2773,16797,22530,24175,149573
65.196.203.13,2021-08-02,839335,7059,175,193,602,1494,1645,2950
65.196.203.193,2021-07-25,839335,2712,100,148,281,338,442,1403
65.196.203.194,2021-08-03,839335,2734,114,182,257,317,453,1411
65.204.194.12,2021-08-04,839335,1915,86,132,248,232,260,957
65.208.122.36,2021-08-03,839335,2160,165,172,272,253,259,1039
65.208.122.70,2021-08-04,839335,2082,146,166,218,284,220,1048
65.247.145.15,2021-08-02,839335,1982,103,164,229,232,254,1000
65.255.98.252,2021-08-04,839335,17311,192,399,1004,1478,2181,12057
66.3.192.66,2021-08-03,839335,20709,127,306,1002,2067,3261,13946
66.6.65.5,2021-08-07,839335,118025,5922,13516,17472,12428,9581,59106
66.7.142.78,2021-08-07,839335,65559,548,2584,8509,13028,11955,28935
66.7.160.122,2021-08-03,839335,130274,1986,6674,19091,24594,18961,58968
66.7.201.45,2021-08-06,839335,15309,1038,1965,2598,2093,1428,6187
66.8.94.93,2021-08-04,839335,2134,182,213,256,239,229,1015
66.9.182.1,2021-08-07,839335,138466,3004,9610,16091,15911,19021,74829
66.18.32.2,2021-08-03,839335,33954,427,1314,5176,3404,3297,20336
66.18.32.3,2021-08-03,839335,34067,441,1288,5199,3335,3415,20389
66.18.176.162,2021-08-06,839335,4200,115,153,330,517,646,2439
66.28.0.45,2021-08-07,839335,615239,42054,85484,152727,131505,84610,118859
66.28.28.210,2021-08-06,839335,38765,995,2709,5411,3961,5015,20674
66.36.120.1,2021-08-01,839335,3130,99,255,329,332,348,1767
66.36.230.189,2021-08-04,839335,12565,163,426,1320,1893,2145,6618
66.36.250.14,2021-08-05,839335,1969,87,144,256,234,243,1005
66.37.236.22,2021-08-02,839335,4768,213,180,370,397,610,2998
66.38.192.233,2021-07-31,839335,90709,417,2332,4116,7119,9146,67579
66.38.212.248,2021-08-03,839335,1925,95,138,245,262,241,944
66.44.144.10,2021-08-06,839335,7362,176,207,477,466,599,5437
66.49.220.95,2021-08-02,839335,16590,361,891,1025,1705,1750,10858
66.51.128.240,2021-08-03,839335,31228,1346,3349,2531,1937,3486,18579
66.51.128.241,2021-08-06,839335,30331,1369,3235,2583,1730,3233,18181
66.51.205.100,2021-08-07,839335,111919,2892,7392,15771,15943,13018,56903
66.51.206.100,2021-08-05,839335,175578,3061,9668,21126,23336,21149,97238
66.51.206.102,2021-08-05,839335,1990,81,169,239,259,255,987
66.59.235.1,2021-08-05,839335,32048,430,1893,5207,3861,4670,15987
66.63.192.2,2021-08-01,839335,50107,518,617,3070,6694,7617,31591
66.71.191.35,2021-08-03,839335,3932,135,218,690,552,511,1826
66.75.160.38,2021-08-07,839335,29539,823,861,3686,3196,3486,17487
66.75.160.39,2021-08-07,839335,31175,851,902,3915,3311,3803,18393
66.75.164.5,2021-08-05,839097,2062,106,150,247,236,256,1067
66.77.220.70,2021-08-03,839335,25415,794,2163,2707,4407,5206,10138
66.78.202.254,2021-08-07,839335,31182,211,798,2922,5455,3887,17909
66.80.130.18,2021-08-07,839335,83677,1113,4819,17433,18474,7830,34008
66.80.130.35,2021-08-07,839335,45095,932,1706,2368,3819,5673,30597
66.81.0.251,2021-08-06,839335,131557,651,1985,8763,18070,16107,85981
66.81.0.252,2021-08-06,839335,77691,373,1063,4452,9797,9871,52135
66.81.1.252,2021-08-06,839335,64519,374,1676,8021,10245,8525,35678
66.90.130.10,2021-08-05,839335,13965,356,360,841,1660,3120,7628
66.90.133.117,2021-08-01,839335,15134,380,356,846,1783,3367,8402
66.90.138.145,2021-08-03,839335,2183,195,201,265,256,262,1004
66.92.64.2,2021-08-07,839335,179713,2596,7107,18632,24276,25325,101777
66.92.159.2,2021-08-07,839335,205260,2322,8019,24980,35498,36026,98415
66.92.224.2,2021-08-07,839335,198350,2668,8825,27205,30595,29782,99275
66.93.87.2,2021-08-07,839335,133188,3432,4048,9960,20955,17133,77660
66.94.9.120,2021-08-06,839335,2478,87,144,278,272,309,1388
66.94.25.120,2021-08-06,839335,2816,117,138,260,282,292,1727
66.109.229.4,2021-08-07,839335,179267,3209,7195,16655,23225,22238,106745
66.109.229.6,2021-08-07,839335,152739,2645,6216,14188,19479,18942,91269
66.110.61.66,2021-08-06,839335,1891,95,146,247,222,239,942
66.111.113.7,2021-08-07,839335,5361,145,234,391,357,389,3845
66.111.113.8,2021-08-03,839335,5159,131,225,338,332,402,3731
66.112.11.87,2021-08-06,839335,36579,635,836,2081,5028,5884,22115
66.112.11.88,2021-08-06,839335,36837,644,789,2139,4847,5974,22444
66.115.210.4,2021-08-03,839335,2090,112,135,260,268,279,1036
66.115.210.5,2021-08-03,839335,2021,112,146,241,253,243,1026
66.117.136.5,2021-08-03,839335,1999,88,147,247,241,236,1040
66.117.136.6,2021-08-07,839335,2158,107,162,285,286,269,1049
66.118.80.4,2021-08-06,839335,139129,1434,1260,5664,14897,22289,93585
66.118.80.5,2021-08-06,839335,120915,1407,1193,5219,14385,20584,78127
66.119.93.4,2021-08-02,839335,48896,540,2601,7345,5067,4710,28633
66.119.95.4,2021-08-05,839335,8224,203,717,1505,1166,920,3713
66.119.189.138,2021-08-04,839335,11638,713,1375,1324,685,865,6676
66.128.32.68,2021-08-02,839335,1997,94,148,243,259,252,1001
66.128.32.70,2021-08-04,839335,2153,141,163,265,269,262,1053
66.128.32.82,2021-08-01,839335,2012,79,162,239,261,234,1037
66.128.240.7,2021-08-07,839335,7522,133,287,785,971,712,4634
66.128.240.8,2021-08-06,839335,7634,140,291,816,1005,714,4668
66.129.161.251,2021-08-03,839335,6569,234,946,658,707,837,3187
66.133.111.200,2021-08-02,839335,23930,541,831,868,1189,2171,18330
66.133.150.12,2021-08-07,839335,49074,278,560,2989,6073,6540,32634
66.133.170.2,2021-08-06,839335,43785,275,393,1226,2481,4984,34426
66.135.16.4,2021-08-07,839335,6832,119,146,352,465,667,5083
66.146.160.13,2021-08-06,839335,22687,407,571,2402,3741,2398,13168
66.151.145.1,2021-08-02,839335,221960,3583,8792,28359,34074,25919,121233
66.153.50.66,2021-08-07,839335,161515,3341,8284,16372,16118,16036,101364
66.153.128.98,2021-08-05,839335,2083,147,152,268,261,234,1021
66.158.128.11,2021-08-07,839335,3983,166,201,331,439,545,2301
66.158.128.131,2021-08-07,839335,3853,150,190,360,392,487,2274
66.163.0.161,2021-08-07,839335,412726,11160,8966,14519,32049,37935,308097
66.163.0.173,2021-08-07,839335,414627,11296,8810,14764,32526,38313,308918
66.165.46.82,2021-08-06,839335,2010,95,140,272,276,266,961
66.165.160.179,2021-08-04,839335,11658,1277,2310,1426,1247,1241,4157
66.165.160.180,2021-08-07,839335,11739,1251,2405,1487,1255,1243,4098
66.169.79.202,2021-08-06,839335,2436,107,198,295,365,301,1170
66.175.131.32,2021-08-07,839335,2138,103,152,284,258,275,1066
66.178.152.10,2021-08-02,839335,118306,855,5488,5285,13765,16389,76524
66.178.167.3,2021-08-03,839335,89894,327,1500,4488,6624,15136,61819
66.179.12.115,2021-08-06,839335,50380,620,2997,5622,4775,5400,30966
66.182.128.1,2021-08-06,839335,2323,101,164,306,291,267,1194
66.182.208.5,2021-08-06,839335,272211,1925,7688,26203,30400,41458,164537
66.187.16.5,2021-08-02,839335,5410,163,242,482,609,686,3228
66.187.16.6,2021-07-29,839335,4213,142,179,399,509,590,2394
66.189.0.5,2021-08-06,839335,17629,1201,280,551,1239,1778,12580
66.189.0.29,2021-08-01,839335,16530,1140,274,536,1200,1662,11718
66.189.0.30,2021-07-31,839335,17353,1185,279,548,1259,1713,12369
66.189.130.5,2021-08-06,839335,2250,118,131,252,259,299,1191
66.189.132.4,2021-08-02,839335,2831,103,182,321,333,331,1561
66.193.182.139,2021-08-03,839335,17029,188,240,660,1491,2830,11620
66.195.129.11,2021-08-06,839335,30801,276,1243,7119,5137,2663,14363
66.199.112.2,2021-08-07,839335,1960,95,139,254,236,241,995
66.199.228.254,2021-08-07,839335,9718,249,672,1559,1450,1274,4514
66.203.66.203,2021-08-05,839335,238195,2087,4764,13567,24986,30788,162003
